GAME_DATE,GAME_NUMBER,DAY_OF_WEEK,VISITING_TEAM,VISITING_LEAGUE,VISITING_GAME_NUMBER,HOME_TEAM,HOME_LEAGUE,HOME_GAME_NUMBER,VISITING_SCORE,HOME_SCORE,OUTS,DAY_NIGHT,COMPLETION_CODE,FORFEIT_CODE,PROTEST_CODE,PARK,ATTENDANCE,LENGTH_MINUTES,VISITING_LINE,HOME_LINE
20180510,0,Thu,SEA,AL,36,TOR,AL,38,9,3,54,N,,,,TOR02,22315,178,411110001,020000010
20180511,0,Fri,WAS,NL,40,ARI,NL,38,3,1,54,N,,,,PHO01,22901,144,100100010,001000000
20180511,0,Fri,CHA,AL,35,CHN,NL,35,2,11,51,D,,,,CHI11,39585,225,000110000,50010140x
20180511,0,Fri,MIL,NL,39,COL,NL,39,11,10,60,N,,,,DEN02,36139,260,1110140021,0135010000
20180511,0,Fri,CIN,NL,39,LAN,NL,38,6,2,54,N,,,,LOS03,46979,208,102020001,000010100
20180511,0,Fri,ATL,NL,37,MIA,NL,38,3,6,51,N,,,,MIA02,9149,162,001110000,10122000x
20180511,0,Fri,NYN,NL,36,PHI,NL,38,3,1,54,N,,,,PHI13,29247,169,000000003,100000000
20180511,0,Fri,SFN,NL,39,PIT,NL,38,2,11,51,N,,,,PIT08,34720,200,000200000,20030123x
20180511,0,Fri,SLN,NL,36,SDN,NL,40,9,5,54,N,,,,SAN02,28207,195,033012000,000001202
20180511,0,Fri,MIN,AL,34,ANA,AL,38,5,4,54,N,,,,ANA01,43521,203,100001003,003010000
20180511,0,Fri,TBA,AL,35,BAL,AL,38,4,9,51,N,,,,BAL12,28170,156,001000030,20000151x
20180511,0,Fri,KCA,AL,38,CLE,AL,37,10,9,54,N,,,,CLE08,24408,214,031013200,300600000
20180511,0,Fri,TEX,AL,40,HOU,AL,40,1,0,54,N,,,,HOU03,34297,188,000000100,000000000
20180511,0,Fri,OAK,AL,38,NYA,AL,38,10,5,54,N,,,,NYC21,43093,182,031101013,001030100
20180511,0,Fri,BOS,AL,38,TOR,AL,39,3,5,69,N,,,,TOR02,28695,234,100200000000,110000100002
20180512,0,Sat,WAS,NL,41,ARI,NL,39,2,1,54,D,,,,PHO01,29428,197,001100000,001000000
20180512,0,Sat,CHA,AL,36,CHN,NL,36,4,8,51,D,,,,CHI11,41099,200,000001030,41000030x
20180512,0,Sat,MIL,NL,40,COL,NL,40,0,4,51,N,,,,DEN02,35408,167,000000000,20101000x
20180512,0,Sat,CIN,NL,40,LAN,NL,39,5,3,54,N,,,,LOS03,49911,197,000014000,001110000
20180512,0,Sat,ATL,NL,38,MIA,NL,39,10,5,54,N,,,,MIA02,12383,206,110021023,100040000
20180512,0,Sat,SFN,NL,40,PIT,NL,39,5,6,51,N,,,,PIT08,27502,194,021000110,20100201x
20180512,0,Sat,SLN,NL,37,SDN,NL,41,1,2,75,N,,,,SAN02,32715,256,0000010000000,0100000000001
20180512,0,Sat,MIN,AL,35,ANA,AL,39,5,3,72,N,,,,ANA01,40117,261,003000000002,001001100000
20180512,1,Sat,TBA,AL,36,BAL,AL,39,3,6,51,D,,,,BAL12,0,147,300000000,03200100x
20180512,2,Sat,TBA,AL,37,BAL,AL,40,10,3,54,N,,,,BAL12,24534,178,111100123,100002000
20180512,0,Sat,KCA,AL,39,CLE,AL,38,2,6,51,N,,,,CLE08,24587,151,101000000,10100220x
20180512,1,Sat,SEA,AL,37,DET,AL,37,3,4,51,D,,,,DET05,0,155,000010200,00010300x
20180512,2,Sat,SEA,AL,38,DET,AL,38,9,5,54,N,,,,DET05,25506,215,100230300,020030000
20180512,0,Sat,TEX,AL,41,HOU,AL,41,1,6,51,N,,,,HOU03,36482,157,001000000,00111003x
20180512,0,Sat,OAK,AL,39,NYA,AL,39,6,7,65,D,,,,NYC21,41859,255,00051000000,02004000001
20180512,0,Sat,BOS,AL,39,TOR,AL,40,5,2,54,D,,,,TOR02,37588,191,003001001,000101000
20180513,0,Sun,WAS,NL,42,ARI,NL,40,6,4,54,N,,,,PHO01,31906,189,101011020,001000300
20180513,0,Sun,CHA,AL,37,CHN,NL,37,5,3,54,D,,,,CHI11,40537,167,011002100,200100000
20180513,0,Sun,MIL,NL,41,COL,NL,41,7,3,54,D,,,,DEN02,40453,217,031003000,000000120
20180513,0,Sun,CIN,NL,41,LAN,NL,40,5,3,54,D,,,,LOS03,44787,175,002102000,001000200
20180513,0,Sun,ATL,NL,39,MIA,NL,40,4,3,54,D,,,,MIA02,7435,170,100002001,000000003
20180513,0,Sun,NYN,NL,37,PHI,NL,39,2,4,51,D,,,,PHI13,34091,199,000001100,00000301x
20180513,0,Sun,SFN,NL,41,PIT,NL,40,5,0,54,D,,,,PIT08,22649,184,000005000,000000000
20180513,0,Sun,SLN,NL,38,SDN,NL,42,3,5,51,D,,,,SAN02,28183,167,000002001,00220001x
20180513,0,Sun,MIN,AL,36,ANA,AL,40,1,2,52,D,,,,ANA01,38029,208,000000100,000010001
20180513,0,Sun,TBA,AL,38,BAL,AL,41,1,17,51,D,,,,BAL12,25257,181,000000010,03170060x
20180513,0,Sun,KCA,AL,40,CLE,AL,39,2,11,51,D,,,,CLE08,22105,174,000002000,05130020x
20180513,0,Sun,SEA,AL,39,DET,AL,39,4,5,51,D,,,,DET05,24718,177,010100020,002010101
20180513,0,Sun,TEX,AL,42,HOU,AL,42,1,6,51,D,,,,HOU03,39405,172,000000010,00300030x
20180513,0,Sun,OAK,AL,40,NYA,AL,40,2,6,51,D,,,,NYC21,40538,187,000010001,30001011x
20180513,0,Sun,BOS,AL,40,TOR,AL,41,5,3,54,D,,,,TOR02,37888,222,201010010,000030000
20180514,0,Mon,MIL,NL,42,ARI,NL,41,7,2,54,N,,,,PHO01,17390,186,020000203,000200000
20180514,0,Mon,ATL,NL,40,CHN,NL,38,6,5,54,D,,,,CHI11,35946,194,102030000,022000001
20180514,0,Mon,COL,NL,42,SDN,NL,43,6,4,54,N,,,,SAN02,17245,175,001023000,001111000
20180514,0,Mon,CIN,NL,42,SFN,NL,42,7,10,51,N,,,,SFO03,36156,182,010201003,31200301x
20180514,0,Mon,HOU,AL,43,ANA,AL,41,1,2,51,N,,,,ANA01,28229,147,001000000,01000100x
20180514,0,Mon,OAK,AL,41,BOS,AL,41,6,5,54,N,,,,BOS07,35249,160,001301010,002010110
20180514,0,Mon,CLE,AL,40,DET,AL,40,3,6,51,N,,,,DET05,17775,190,100000011,00120003x
20180514,0,Mon,TBA,AL,39,KCA,AL,41,2,1,54,N,,,,KAN06,14174,153,100001000,001000000
20180514,0,Mon,SEA,AL,40,MIN,AL,37,1,0,54,N,,,,MIN04,16581,173,000000010,000000000
20180515,0,Tue,MIL,NL,43,ARI,NL,42,1,2,51,N,,,,PHO01,17914,160,000100000,00010001x
20180515,0,Tue,CHN,NL,39,ATL,NL,41,3,2,54,N,,,,ATL03,34452,171,000100002,000100010
20180515,0,Tue,LAN,NL,41,MIA,NL,41,2,4,51,N,,,,MIA02,6242,174,000000101,10010020x
20180515,0,Tue,TOR,AL,42,NYN,NL,38,2,12,51,N,,,,NYC20,28967,182,002000000,01053003x
20180515,0,Tue,CHA,AL,38,PIT,NL,41,0,7,51,N,,,,PIT08,11847,183,000000000,42000100x
20180515,0,Tue,COL,NL,43,SDN,NL,44,0,4,51,D,,,,SAN02,19598,143,000000000,20000200x
20180515,0,Tue,CIN,NL,43,SFN,NL,43,3,5,51,N,,,,SFO03,37809,173,002100000,00040001x
20180515,0,Tue,NYA,AL,41,WAS,NL,43,3,5,51,N,20180618,,3,3,33,,,WAS11
20180515,0,Tue,HOU,AL,44,ANA,AL,42,5,3,54,N,,,,ANA01,28358,198,000100031,200010000
20180515,0,Tue,OAK,AL,42,BOS,AL,42,5,3,54,N,,,,BOS07,34906,196,210000020,000110001
20180515,0,Tue,CLE,AL,41,DET,AL,41,8,9,51,N,,,,DET05,20997,201,410003000,10002150x
20180515,0,Tue,TBA,AL,40,KCA,AL,42,6,5,54,N,,,,KAN06,21500,173,301001001,010020200
20180515,0,Tue,SLN,NL,39,MIN,AL,38,1,4,51,N,,,,MIN04,24259,165,001000000,00000130x
20180515,0,Tue,TEX,AL,43,SEA,AL,41,8,9,64,N,,,,SEA03,14670,266,03000301100,11310002001
20180516,0,Wed,MIL,NL,44,ARI,NL,43,8,2,54,D,,,,PHO01,16762,184,320120000,200000000
20180516,0,Wed,CHN,NL,40,ATL,NL,42,1,4,51,N,,,,ATL03,28264,175,000010000,10000003x
20180516,0,Wed,LAN,NL,42,MIA,NL,42,5,6,51,N,,,,MIA02,5721,181,000104000,10103100x
20180516,0,Wed,TOR,AL,43,NYN,NL,39,12,1,54,D,,,,NYC20,28400,214,100233003,000000001
20180516,0,Wed,CHA,AL,39,PIT,NL,42,2,3,51,D,,,,PIT08,20286,165,010010000,02000010x
20180516,0,Wed,CIN,NL,44,SFN,NL,44,6,3,54,D,,,,SFO03,38662,161,400010100,201000000
20180516,0,Wed,HOU,AL,45,ANA,AL,43,2,0,54,N,,,,ANA01,28078,159,020000000,000000000
20180516,0,Wed,PHI,NL,40,BAL,AL,42,4,1,54,D,,,,BAL12,29706,162,000003100,100000000
20180516,0,Wed,OAK,AL,43,BOS,AL,43,4,6,51,N,,,,BOS07,34947,188,000020101,30000300x
20180516,0,Wed,CLE,AL,42,DET,AL,42,6,0,54,D,,,,DET05,24771,153,200310000,000000000
20180516,0,Wed,TBA,AL,41,KCA,AL,43,5,3,54,D,,,,KAN06,19611,179,301010000,000120000
20180516,0,Wed,SLN,NL,40,MIN,AL,39,7,5,54,D,,,,MIN04,25180,230,210010210,110001020
20180516,0,Wed,TEX,AL,44,SEA,AL,42,5,1,54,D,,,,SEA03,20629,172,000000014,000000001
20180517,0,Thu,LAN,NL,43,MIA,NL,43,7,0,54,D,,,,MIA02,13820,186,004300000,000000000
20180517,0,Thu,SDN,NL,45,PIT,NL,43,4,5,51,N,,,,PIT08,11404,176,002020000,00031010x
20180517,0,Thu,COL,NL,44,SFN,NL,45,5,3,72,N,,,,SFO03,37224,240,030000000002,001002000000
20180517,0,Thu,PHI,NL,41,SLN,NL,41,6,2,54,N,,,,STL10,41039,213,000010032,000000020
20180517,0,Thu,TBA,AL,42,ANA,AL,44,7,1,54,N,,,,ANA01,30487,186,000001420,000000001
20180517,0,Thu,BAL,AL,43,BOS,AL,44,2,6,51,N,,,,BOS07,36615,164,000000002,20004000x
20180517,0,Thu,TEX,AL,45,CHA,AL,40,2,4,51,N,,,,CHI12,17666,174,001000010,00000004x
20180517,0,Thu,DET,AL,43,SEA,AL,43,3,2,54,N,,,,SEA03,15169,188,000001020,011000000
20180517,0,Thu,OAK,AL,44,TOR,AL,44,10,5,54,N,,,,TOR02,22893,214,003042001,010030010
20180518,0,Fri,MIA,NL,44,ATL,NL,43,2,0,54,N,,,,ATL03,27705,156,000002000,000000000
20180518,0,Fri,CHN,NL,41,CIN,NL,45,8,1,54,N,,,,CIN09,22060,197,301020011,000010000
20180518,0,Fri,ARI,NL,44,NYN,NL,40,1,3,51,N,,,,NYC20,31285,156,000001000,20001000x
20180518,0,Fri,SDN,NL,46,PIT,NL,44,3,2,54,N,,,,PIT08,18920,188,000201000,101000000
20180518,0,Fri,COL,NL,45,SFN,NL,46,6,1,54,N,,,,SFO03,40970,180,000301002,100000000
20180518,0,Fri,PHI,NL,42,SLN,NL,42,4,12,51,N,,,,STL10,42050,206,000020101,00411330x
20180518,0,Fri,TBA,AL,43,ANA,AL,45,8,3,54,N,,,,ANA01,40067,212,013020101,000020010
20180518,0,Fri,BAL,AL,44,BOS,AL,45,7,4,54,N,,,,BOS07,34935,198,100400101,001020010
20180518,0,Fri,TEX,AL,46,CHA,AL,41,12,5,54,N,,,,CHI12,16373,232,315000003,210200000
20180518,0,Fri,CLE,AL,43,HOU,AL,46,1,4,51,N,,,,HOU03,35959,170,000000100,00100021x
20180518,0,Fri,NYA,AL,42,KCA,AL,44,2,5,51,N,,,,KAN06,26433,166,000002000,10201010x
20180518,0,Fri,MIL,NL,45,MIN,AL,40,8,3,54,N,,,,MIN04,29349,172,013100111,000001020
20180518,0,Fri,DET,AL,44,SEA,AL,44,4,5,51,N,,,,SEA03,34932,168,300010000,00000050x
20180518,0,Fri,OAK,AL,45,TOR,AL,45,3,1,54,N,,,,TOR02,21703,175,001000200,000010000
20180519,0,Sat,MIA,NL,45,ATL,NL,44,1,8,51,N,,,,ATL03,37715,148,010000000,00004022x
20180519,1,Sat,CHN,NL,42,CIN,NL,46,4,5,63,D,,,,CIN09,19046,218,00100102000,10010200001
20180519,2,Sat,CHN,NL,43,CIN,NL,47,10,0,54,N,,,,CIN09,26082,177,001150111,000000000
20180519,0,Sat,ARI,NL,45,NYN,NL,41,4,5,52,N,,,,NYC20,39515,184,010300000,020000021
20180519,0,Sat,SDN,NL,47,PIT,NL,45,6,2,54,N,,,,PIT08,20578,146,300000012,000000020
20180519,0,Sat,COL,NL,46,SFN,NL,47,4,9,51,D,,,,SFO03,39195,185,110110000,01312200x
20180519,0,Sat,PHI,NL,43,SLN,NL,43,7,6,54,D,,,,STL10,44431,222,102020020,000311100
20180519,1,Sat,LAN,NL,44,WAS,NL,44,4,1,54,D,,,,WAS11,26740,180,100011010,001000000
20180519,2,Sat,LAN,NL,45,WAS,NL,45,5,4,54,N,,,,WAS11,32378,207,100010012,000004000
20180519,0,Sat,TBA,AL,44,ANA,AL,46,5,3,54,N,,,,ANA01,37232,180,040000100,000000012
20180519,0,Sat,BAL,AL,45,BOS,AL,46,3,6,51,N,,,,BOS07,34195,174,001002000,00013020x
20180519,0,Sat,TEX,AL,47,CHA,AL,42,3,5,51,N,,,,CHI12,25611,178,021000000,00400010x
20180519,0,Sat,CLE,AL,44,HOU,AL,47,5,4,54,D,,,,HOU03,39926,189,300011000,000002011
20180519,0,Sat,NYA,AL,43,KCA,AL,45,8,3,54,N,,,,KAN06,33684,177,101300102,002010000
20180519,0,Sat,MIL,NL,46,MIN,AL,41,5,4,54,N,,,,MIN04,30182,182,100120010,020200000
20180519,0,Sat,DET,AL,45,SEA,AL,45,2,7,51,N,,,,SEA03,35739,154,010010000,12000400x
20180519,0,Sat,OAK,AL,46,TOR,AL,46,5,4,54,D,,,,TOR02,35786,196,000000050,000040000
20180520,0,Sun,MIA,NL,46,ATL,NL,45,9,10,53,D,,,,ATL03,28352,199,000600201,000002206
20180520,0,Sun,CHN,NL,44,CIN,NL,48,6,1,54,D,,,,CIN09,26988,171,030010200,100000000
20180520,0,Sun,ARI,NL,46,NYN,NL,42,1,4,51,D,,,,NYC20,34894,161,010000000,00000130x
20180520,0,Sun,SDN,NL,48,PIT,NL,46,8,5,54,D,,,,PIT08,17783,195,000220004,001003010
20180520,0,Sun,COL,NL,47,SFN,NL,48,5,9,51,D,,,,SFO03,40334,205,000220100,10002240x
20180520,0,Sun,PHI,NL,44,SLN,NL,44,1,5,51,D,,,,STL10,43560,173,000100000,00020210x
20180520,0,Sun,LAN,NL,46,WAS,NL,46,7,2,54,D,,,,WAS11,40201,188,010020022,002000000
20180520,0,Sun,TBA,AL,45,ANA,AL,47,2,5,51,D,,,,ANA01,38560,195,001000010,00021011x
20180520,0,Sun,BAL,AL,46,BOS,AL,47,0,5,51,D,,,,BOS07,35550,205,000000000,01004000x
20180520,0,Sun,TEX,AL,48,CHA,AL,43,0,3,51,D,,,,CHI12,16829,148,000000000,01200000x
20180520,0,Sun,CLE,AL,45,HOU,AL,48,1,3,51,N,,,,HOU03,30770,168,000000001,00000021x
20180520,0,Sun,NYA,AL,44,KCA,AL,46,10,1,54,D,,,,KAN06,24121,151,000330022,000000010
20180520,0,Sun,MIL,NL,47,MIN,AL,42,1,3,51,D,,,,MIN04,28577,203,000001000,00001002x
20180520,0,Sun,DET,AL,46,SEA,AL,46,2,3,63,D,,,,SEA03,34252,201,20000000000,00000000201
20180520,0,Sun,OAK,AL,47,TOR,AL,47,9,2,54,D,,,,TOR02,30676,191,010044000,000000002
20180521,0,Mon,COL,NL,48,LAN,NL,47,2,1,54,N,,,,LOS03,42805,155,000010010,000100000
20180521,0,Mon,ARI,NL,47,MIL,NL,48,2,4,51,N,,,,MIL06,27094,151,100001000,20010100x
20180521,0,Mon,MIA,NL,47,NYN,NL,43,0,2,51,N,,,,NYC20,22505,172,000000000,00100010x
20180521,0,Mon,ATL,NL,46,PHI,NL,45,0,3,51,N,,,,PHI13,21284,153,000000000,00010020x
20180521,0,Mon,KCA,AL,47,SLN,NL,45,0,6,51,N,,,,STL10,42140,148,000000000,00401010x
20180521,0,Mon,SDN,NL,49,WAS,NL,47,2,10,51,N,,,,WAS11,27890,147,000200000,05101210x
20180521,0,Mon,BAL,AL,47,CHA,AL,44,3,2,54,N,,,,CHI12,11628,182,000111000,000011000
20180521,0,Mon,DET,AL,47,MIN,AL,43,2,4,51,N,,,,MIN04,17161,155,101000000,00002002x
20180521,0,Mon,NYA,AL,45,TEX,AL,49,10,5,54,N,,,,ARL02,29553,187,030113002,010300100
20180522,0,Tue,CLE,AL,46,CHN,NL,45,10,1,54,N,,,,CHI11,37168,200,004330000,000000001
20180522,0,Tue,PIT,NL,47,CIN,NL,49,2,7,51,N,,,,CIN09,16144,169,000100100,20004010x
20180522,0,Tue,COL,NL,49,LAN,NL,48,3,5,51,N,,,,LOS03,43719,168,011001000,20000300x
20180522,0,Tue,ARI,NL,48,MIL,NL,49,0,1,51,N,,,,MIL06,27065,160,000000000,00000100x
20180522,0,Tue,MIA,NL,48,NYN,NL,44,5,1,54,N,,,,NYC20,22195,170,030000020,010000000
20180522,0,Tue,ATL,NL,47,PHI,NL,46,3,1,54,N,,,,PHI13,18545,198,001010001,000010000
20180522,0,Tue,KCA,AL,48,SLN,NL,46,5,1,54,N,,,,STL10,39545,173,010101002,100000000
20180522,0,Tue,SDN,NL,50,WAS,NL,48,1,2,52,N,,,,WAS11,25700,168,000100000,000010001
20180522,0,Tue,BAL,AL,48,CHA,AL,45,2,3,51,N,,,,CHI12,12590,183,020000000,00000003x
20180522,0,Tue,SFN,NL,49,HOU,AL,49,2,11,51,N,,,,HOU03,35638,185,000020000,00320420x
20180522,0,Tue,DET,AL,48,MIN,AL,44,0,6,51,N,,,,MIN04,25559,181,000000000,00003030x
20180522,0,Tue,SEA,AL,47,OAK,AL,48,3,2,60,N,,,,OAK01,9408,170,0000002001,0001100000
20180522,0,Tue,BOS,AL,48,TBA,AL,46,4,2,54,N,,,,STP01,10642,175,003001000,000110000
20180522,0,Tue,NYA,AL,46,TEX,AL,50,4,6,51,N,,,,ARL02,30325,187,001000120,32010000x
20180522,0,Tue,ANA,AL,48,TOR,AL,48,3,5,51,N,,,,TOR02,21480,151,000200010,50000000x
20180523,0,Wed,CLE,AL,47,CHN,NL,46,1,0,54,N,,,,CHI11,39004,159,001000000,000000000
20180523,0,Wed,PIT,NL,48,CIN,NL,50,5,4,72,N,,,,CIN09,18659,261,200011000001,000001030000
20180523,0,Wed,COL,NL,50,LAN,NL,49,0,3,51,N,,,,LOS03,45884,158,000000000,00021000x
20180523,0,Wed,ARI,NL,49,MIL,NL,50,2,9,51,D,,,,MIL06,29237,184,020000000,10070010x
20180523,0,Wed,MIA,NL,49,NYN,NL,45,2,1,54,N,,,,NYC20,24808,167,000000002,000010000
20180523,0,Wed,ATL,NL,48,PHI,NL,47,0,4,51,N,,,,PHI13,27647,171,000000000,00111001x
20180523,0,Wed,KCA,AL,49,SLN,NL,47,5,2,60,D,,,,STL10,41984,184,0100010003,0200000000
20180523,0,Wed,SDN,NL,51,WAS,NL,49,3,1,54,D,,,,WAS11,31076,180,000012000,000000100
20180523,0,Wed,BAL,AL,49,CHA,AL,46,1,11,51,N,,,,CHI12,17056,174,010000000,00423020x
20180523,0,Wed,SFN,NL,50,HOU,AL,50,1,4,51,D,,,,HOU03,31929,176,000100000,00013000x
20180523,0,Wed,DET,AL,49,MIN,AL,45,4,1,54,D,,,,MIN04,23891,179,100200001,100000000
20180523,0,Wed,SEA,AL,48,OAK,AL,49,1,0,54,N,,,,OAK01,6991,163,000100000,000000000
20180523,0,Wed,BOS,AL,49,TBA,AL,47,4,1,54,N,,,,STP01,10194,190,000001003,000001000
20180523,0,Wed,NYA,AL,47,TEX,AL,51,10,12,51,N,,,,ARL02,31304,200,301060000,00052401x
20180523,0,Wed,ANA,AL,49,TOR,AL,49,5,4,54,N,,,,TOR02,25504,225,000001004,001110001
20180524,0,Thu,PIT,NL,49,CIN,NL,51,4,5,51,D,,,,CIN09,14853,170,000002002,00401000x
20180524,0,Thu,NYN,NL,46,MIL,NL,51,5,0,54,N,,,,MIL06,33803,176,001030100,000000000
20180524,0,Thu,BAL,AL,50,CHA,AL,47,9,3,54,D,,,,CHI12,19147,180,432000000,000300000
20180524,0,Thu,HOU,AL,51,CLE,AL,48,8,2,54,N,,,,CLE08,19660,176,000035000,002000000
20180524,0,Thu,SEA,AL,49,OAK,AL,50,3,4,51,D,,,,OAK01,12633,164,110000010,40000000x
20180524,0,Thu,BOS,AL,50,TBA,AL,48,3,6,51,N,,,,STP01,12468,178,000000102,23010000x
20180524,0,Thu,KCA,AL,50,TEX,AL,52,8,2,54,N,,,,ARL02,23230,173,020020220,000000011
20180524,0,Thu,ANA,AL,50,TOR,AL,50,8,1,54,D,,,,TOR02,43344,173,021010112,000001000
20180525,0,Fri,SFN,NL,51,CHN,NL,47,2,6,51,D,,,,CHI11,41177,166,000100001,10000041x
20180525,0,Fri,CIN,NL,52,COL,NL,51,4,5,51,N,,,,DEN02,33193,163,202000000,10300100x
20180525,0,Fri,SDN,NL,52,LAN,NL,50,1,4,51,N,,,,LOS03,44612,146,001000000,30100000x
20180525,0,Fri,WAS,NL,50,MIA,NL,50,9,5,54,N,,,,MIA02,7512,217,020002320,000202100
20180525,0,Fri,NYN,NL,47,MIL,NL,52,3,4,59,N,,,,MIL06,28286,188,0011000010,0120000001
20180525,0,Fri,TOR,AL,51,PHI,NL,48,6,5,54,N,,,,PHI13,21374,179,300030000,001002011
20180525,0,Fri,SLN,NL,48,PIT,NL,50,1,8,51,N,,,,PIT08,22629,157,000000010,00000332x
20180525,0,Fri,ATL,NL,49,BOS,AL,51,2,6,51,N,,,,BOS07,37008,193,002000000,00021021x
20180525,0,Fri,HOU,AL,52,CLE,AL,49,11,2,54,N,,,,CLE08,29431,221,000000047,001001000
20180525,0,Fri,CHA,AL,48,DET,AL,50,4,5,51,N,,,,DET05,24648,171,200110000,00020003x
20180525,0,Fri,ANA,AL,51,NYA,AL,48,1,2,51,N,,,,NYC21,46056,180,000010000,01000010x
20180525,0,Fri,ARI,NL,50,OAK,AL,51,7,1,54,N,,,,OAK01,22691,182,102300001,001000000
20180525,0,Fri,MIN,AL,46,SEA,AL,50,1,2,51,N,,,,SEA03,19924,134,000010000,10000100x
20180525,0,Fri,BAL,AL,51,TBA,AL,49,2,0,54,N,,,,STP01,11354,167,100001000,000000000
20180525,0,Fri,KCA,AL,51,TEX,AL,53,4,8,51,N,,,,ARL02,35105,187,200100100,10122002x
20180526,0,Sat,SFN,NL,52,CHN,NL,48,5,4,54,N,,,,CHI11,41250,184,000220100,011100010
20180526,0,Sat,CIN,NL,53,COL,NL,52,6,5,54,N,,,,DEN02,42844,180,100200300,002020010
20180526,0,Sat,SDN,NL,53,LAN,NL,51,7,5,54,N,,,,LOS03,43920,192,020012110,100310000
20180526,0,Sat,WAS,NL,51,MIA,NL,51,4,1,54,D,,,,MIA02,11646,176,000000013,000100000
20180526,0,Sat,NYN,NL,48,MIL,NL,53,6,17,51,D,,,,MIL06,37258,216,311010000,30223070x
20180526,0,Sat,TOR,AL,52,PHI,NL,49,1,2,51,D,,,,PHI13,26788,145,000000100,00001001x
20180526,0,Sat,SLN,NL,49,PIT,NL,51,4,1,54,D,,,,PIT08,22133,172,101200000,100000000
20180526,0,Sat,ATL,NL,50,BOS,AL,52,6,8,51,D,,,,BOS07,36510,209,021200001,00310220x
20180526,0,Sat,HOU,AL,53,CLE,AL,50,6,8,51,N,,,,CLE08,30639,208,002012100,01042010x
20180526,0,Sat,CHA,AL,49,DET,AL,51,8,4,54,D,,,,DET05,27032,196,001024100,201000001
20180526,0,Sat,ANA,AL,52,NYA,AL,49,11,4,54,N,,,,NYC21,44565,210,102204200,220000000
20180526,0,Sat,ARI,NL,51,OAK,AL,52,0,3,51,D,,,,OAK01,17580,135,000000000,10000011x
20180526,0,Sat,MIN,AL,47,SEA,AL,51,3,4,71,N,,,,SEA03,23986,220,000002010000,000003000001
20180526,0,Sat,BAL,AL,52,TBA,AL,50,1,5,51,D,,,,STP01,14744,148,000000100,23000000x
20180526,0,Sat,KCA,AL,52,TEX,AL,54,3,4,57,D,,,,ARL02,29644,179,0030000000,0011010001
20180527,0,Sun,SFN,NL,53,CHN,NL,49,3,8,51,N,,,,CHI11,41587,211,300000000,30032000x
20180527,0,Sun,CIN,NL,54,COL,NL,53,2,8,51,D,,,,DEN02,36387,173,100000001,30000320x
20180527,0,Sun,SDN,NL,54,LAN,NL,52,1,6,51,D,,,,LOS03,46650,146,000010000,00200004x
20180527,0,Sun,WAS,NL,52,MIA,NL,52,5,2,54,D,,,,MIA02,11651,188,000111200,000000110
20180527,0,Sun,NYN,NL,49,MIL,NL,54,7,8,51,D,,,,MIL06,39715,176,040010101,10300040x
20180527,0,Sun,TOR,AL,53,PHI,NL,50,5,3,54,D,,,,PHI13,24182,170,020002001,000003000
20180527,0,Sun,SLN,NL,50,PIT,NL,52,6,4,54,D,,,,PIT08,19608,178,100000230,000130000
20180527,0,Sun,ATL,NL,51,BOS,AL,53,7,1,54,D,,,,BOS07,36543,173,030030001,000001000
20180527,0,Sun,HOU,AL,54,CLE,AL,51,9,10,81,D,,,,CLE08,27765,293,01000106000010,21000000500011
20180527,0,Sun,CHA,AL,50,DET,AL,52,2,3,51,D,,,,DET05,23419,137,001000001,01002000x
20180527,0,Sun,ANA,AL,53,NYA,AL,50,1,3,51,D,,,,NYC21,46109,207,000001000,00300000x
20180527,0,Sun,ARI,NL,52,OAK,AL,53,1,2,51,D,,,,OAK01,13947,158,000001000,00100100x
20180527,0,Sun,MIN,AL,48,SEA,AL,52,1,3,51,D,,,,SEA03,31340,138,010000000,00010002x
20180527,0,Sun,BAL,AL,53,TBA,AL,51,3,8,51,D,,,,STP01,13311,190,300000000,10600010x
20180527,0,Sun,KCA,AL,53,TEX,AL,55,5,3,54,D,,,,ARL02,31898,180,212000000,000000300
20180528,0,Mon,CIN,NL,55,ARI,NL,53,5,12,51,D,,,,PHO01,29924,199,010040000,04023201x
20180528,1,Mon,NYN,NL,50,ATL,NL,52,3,4,52,D,,,,ATL03,32377,185,100100001,000000112
20180528,2,Mon,NYN,NL,51,ATL,NL,53,8,5,54,N,,,,ATL03,31779,201,201002300,013001000
20180528,0,Mon,SFN,NL,54,COL,NL,54,5,6,58,N,,,,DEN02,32409,211,2010020000,3010000101
20180528,0,Mon,PHI,NL,51,LAN,NL,53,4,5,51,N,,,,LOS03,39759,212,130000000,00000203x
20180528,0,Mon,SLN,NL,51,MIL,NL,55,3,8,51,D,,,,MIL06,42867,183,000030000,01121030x
20180528,0,Mon,CHN,NL,50,PIT,NL,53,7,0,54,D,,,,PIT08,19382,173,010000222,000000000
20180528,0,Mon,MIA,NL,53,SDN,NL,55,7,2,54,D,,,,SAN02,27932,161,401000002,010000001
20180528,0,Mon,WAS,NL,53,BAL,AL,54,6,0,54,D,,,,BAL12,36139,164,003000030,000000000
20180528,0,Mon,TOR,AL,54,BOS,AL,54,3,8,51,D,,,,BOS07,34700,174,000110100,10051100x
20180528,0,Mon,CHA,AL,51,CLE,AL,52,6,9,51,D,,,,CLE08,23729,192,120200001,00115110x
